decision_id,assignment_rank,is_primary,parse_status,isic_code,isic_level,description,section,section_description,division,division_description,group,group_description,reference_version,source_token
Hungary_37,,0,UNRECOGNIZED,STRING,UNKNOWN,,,,,,,,3de77d05ace5,STRING
Hungary_35,1,1,MATCHED,5920,CLASS,Sound recording and music publishing activities,J,Information and communication,59,"Motion picture, video and television programme production, sound recording and music publishing activities",592,Sound recording and music publishing activities,3de77d05ace5,5920
Hungary_36,,0,UNRECOGNIZED,[Not explicitly stated in provided text],UNKNOWN,,,,,,,,3de77d05ace5,[Not explicitly stated in provided text]
Hungary_40,1,1,MATCHED,8411,CLASS,General public administration activities,O,Public administration and defence; compulsory social security,84,Public administration and defence; compulsory social security,841,Administration of the State and the economic and social policy of the community,3de77d05ace5,8411
Hungary_39,1,1,MATCHED,451,GROUP,Sale of motor vehicles,G,Wholesale and retail trade; repair of motor vehicles and motorcycles,45,Wholesale and retail trade and repair of motor vehicles and motorcycles,451,Sale of motor vehicles,3de77d05ace5,451
Hungary_43,,0,UNRECOGNIZED,[Not provided in text],UNKNOWN,,,,,,,,3de77d05ace5,[Not provided in text]
Hungary_41,,0,UNRECOGNIZED,NOT_MENTIONED,UNKNOWN,,,,,,,,3de77d05ace5,NOT_MENTIONED
Hungary_44,,0,UNRECOGNIZED,STRING,UNKNOWN,,,,,,,,3de77d05ace5,STRING
Hungary_46,,0,UNRECOGNIZED,NOT_DISCUSSED,UNKNOWN,,,,,,,,3de77d05ace5,NOT_DISCUSSED
Hungary_42,,0,UNRECOGNIZED,STRING,UNKNOWN,,,,,,,,3de77d05ace5,STRING
Hungary_45,1,1,MATCHED,4711,CLASS,"Retail sale in non-specialized stores with food, beverages or tobacco predominating",G,Wholesale and retail trade; repair of motor vehicles and motorcycles,47,"Retail trade, except of motor vehicles and motorcycles",471,Retail sale in non-specialized stores,3de77d05ace5,4711
Hungary_47,1,1,MATCHED,862,GROUP,Medical and dental practice activities,Q,Human health and social work activities,86,Human health activities,862,Medical and dental practice activities,3de77d05ace5,862
Hungary_48,,0,UNRECOGNIZED,STRING,UNKNOWN,,,,,,,,3de77d05ace5,STRING
Hungary_50,,0,UNRECOGNIZED,NOT_DISCUSSED,UNKNOWN,,,,,,,,3de77d05ace5,NOT_DISCUSSED
Hungary_49,1,1,MATCHED,8411,CLASS,General public administration activities,O,Public administration and defence; compulsory social security,84,Public administration and defence; compulsory social security,841,Administration of the State and the economic and social policy of the community,3de77d05ace5,8411
Hungary_55,1,1,MATCHED,J,SECTION,Information and communication,J,Information and communication,,,,,3de77d05ace5,J
Hungary_53,1,1,MATCHED,9411,CLASS,Activities of business and employers membership organizations,S,Other service activities,94,Activities of membership organizations,941,"Activities of business, employers and professional membership organizations",3de77d05ace5,9411
Hungary_54,1,1,MATCHED,6419,CLASS,Other monetary intermediation,K,Financial and insurance activities,64,"Financial service activities, except insurance and pension funding",641,Monetary intermediation,3de77d05ace5,6419
Hungary_52,,0,UNRECOGNIZED,STRING,UNKNOWN,,,,,,,,3de77d05ace5,STRING
Hungary_56,1,1,MATCHED,47,DIVISION,"Retail trade, except of motor vehicles and motorcycles",G,Wholesale and retail trade; repair of motor vehicles and motorcycles,47,"Retail trade, except of motor vehicles and motorcycles",,,3de77d05ace5,47
Hungary_57,1,1,MATCHED,8411,CLASS,General public administration activities,O,Public administration and defence; compulsory social security,84,Public administration and defence; compulsory social security,841,Administration of the State and the economic and social policy of the community,3de77d05ace5,8411
Hungary_59,,0,UNRECOGNIZED,STRING,UNKNOWN,,,,,,,,3de77d05ace5,STRING
Hungary_58,,0,UNRECOGNIZED,STRING,UNKNOWN,,,,,,,,3de77d05ace5,STRING
Greece_1,,0,UNRECOGNIZED,STRING,UNKNOWN,,,,,,,,3de77d05ace5,STRING
Hungary_60,1,1,MATCHED,63,DIVISION,Information service activities,J,Information and communication,63,Information service activities,,,3de77d05ace5,63
Greece_3,1,1,MATCHED,8411,CLASS,General public administration activities,O,Public administration and defence; compulsory social security,84,Public administration and defence; compulsory social security,841,Administration of the State and the economic and social policy of the community,3de77d05ace5,8411
Greece_2,,0,UNRECOGNIZED,STRING,UNKNOWN,,,,,,,,3de77d05ace5,STRING
Greece_4,,0,UNRECOGNIZED,STRING,UNKNOWN,,,,,,,,3de77d05ace5,STRING
Greece_6,1,1,MATCHED,84,DIVISION,Public administration and defence; compulsory social security,O,Public administration and defence; compulsory social security,84,Public administration and defence; compulsory social security,,,3de77d05ace5,84
Greece_8,1,1,MATCHED,8411,CLASS,General public administration activities,O,Public administration and defence; compulsory social security,84,Public administration and defence; compulsory social security,841,Administration of the State and the economic and social policy of the community,3de77d05ace5,8411
Greece_10,,0,UNRECOGNIZED,STRING,UNKNOWN,,,,,,,,3de77d05ace5,STRING
Greece_11,,0,UNRECOGNIZED,STRING,UNKNOWN,,,,,,,,3de77d05ace5,STRING
Greece_9,,0,UNRECOGNIZED,STRING,UNKNOWN,,,,,,,,3de77d05ace5,STRING
Greece_12,,0,UNRECOGNIZED,STRING,UNKNOWN,,,,,,,,3de77d05ace5,STRING
Greece_7,,0,UNRECOGNIZED,STRING,UNKNOWN,,,,,,,,3de77d05ace5,STRING
Greece_15,,0,UNRECOGNIZED,STRING,UNKNOWN,,,,,,,,3de77d05ace5,STRING
Greece_16,1,1,MATCHED,6110,CLASS,Wired telecommunications activities,J,Information and communication,61,Telecommunications,611,Wired telecommunications activities,3de77d05ace5,6110
Greece_13,1,1,MATCHED,8542,CLASS,Cultural education,P,Education,85,Education,854,Other education,3de77d05ace5,8542
Greece_17,1,1,MATCHED,6512,CLASS,Non-life insurance,K,Financial and insurance activities,65,"Insurance, reinsurance and pension funding, except compulsory social security",651,Insurance,3de77d05ace5,6512
Greece_14,,0,UNRECOGNIZED,STRING,UNKNOWN,,,,,,,,3de77d05ace5,STRING
Greece_20,,0,UNRECOGNIZED,STRING,UNKNOWN,,,,,,,,3de77d05ace5,STRING
Greece_19,,0,UNRECOGNIZED,NOT_MENTIONED,UNKNOWN,,,,,,,,3de77d05ace5,NOT_MENTIONED
Greece_18,,0,UNRECOGNIZED,STRING,UNKNOWN,,,,,,,,3de77d05ace5,STRING
Greece_24,,0,UNRECOGNIZED,NOT_DISCUSSED,UNKNOWN,,,,,,,,3de77d05ace5,NOT_DISCUSSED
Greece_21,,0,UNRECOGNIZED,STRING,UNKNOWN,,,,,,,,3de77d05ace5,STRING
Greece_22,,0,UNRECOGNIZED,NOT_DISCUSSED,UNKNOWN,,,,,,,,3de77d05ace5,NOT_DISCUSSED
Greece_25,1,1,MATCHED,8299,CLASS,Other business support service activities n.e.c.,N,Administrative and support service activities,82,"Office administrative, office support and other business support activities",829,Business support service activities n.e.c.,3de77d05ace5,8299
Greece_27,,0,UNRECOGNIZED,STRING,UNKNOWN,,,,,,,,3de77d05ace5,STRING
Greece_28,1,1,MATCHED,5310,CLASS,Postal activities,H,Transportation and storage,53,Postal and courier activities,531,Postal activities,3de77d05ace5,5310
Greece_23,,0,UNRECOGNIZED,STRING,UNKNOWN,,,,,,,,3de77d05ace5,STRING
Greece_26,1,1,MATCHED,3510,CLASS,"Electric power generation, transmission and distribution",D,"Electricity, gas, steam and air conditioning supply",35,"Electricity, gas, steam and air conditioning supply",351,"Electric power generation, transmission and distribution",3de77d05ace5,3510
Greece_29,1,1,MATCHED,5221,CLASS,Service activities incidental to land transportation,H,Transportation and storage,52,Warehousing and support activities for transportation,522,Support activities for transportation,3de77d05ace5,5221
Greece_30,,0,UNRECOGNIZED,STRING,UNKNOWN,,,,,,,,3de77d05ace5,STRING
Greece_32,,0,UNRECOGNIZED,STRING,UNKNOWN,,,,,,,,3de77d05ace5,STRING
Greece_36,1,1,MATCHED,8411,CLASS,General public administration activities,O,Public administration and defence; compulsory social security,84,Public administration and defence; compulsory social security,841,Administration of the State and the economic and social policy of the community,3de77d05ace5,8411
Greece_34,,0,UNRECOGNIZED,STRING,UNKNOWN,,,,,,,,3de77d05ace5,STRING
Greece_33,,0,UNRECOGNIZED,STRING,UNKNOWN,,,,,,,,3de77d05ace5,STRING
Greece_35,,0,UNRECOGNIZED,STRING,UNKNOWN,,,,,,,,3de77d05ace5,STRING
Greece_37,,0,UNRECOGNIZED,STRING,UNKNOWN,,,,,,,,3de77d05ace5,STRING
Greece_39,1,1,MATCHED,8411,CLASS,General public administration activities,O,Public administration and defence; compulsory social security,84,Public administration and defence; compulsory social security,841,Administration of the State and the economic and social policy of the community,3de77d05ace5,8411
Greece_38,,0,UNRECOGNIZED,STRING,UNKNOWN,,,,,,,,3de77d05ace5,STRING
Greece_42,1,1,MATCHED,8411,CLASS,General public administration activities,O,Public administration and defence; compulsory social security,84,Public administration and defence; compulsory social security,841,Administration of the State and the economic and social policy of the community,3de77d05ace5,8411
Greece_40,,0,UNRECOGNIZED,STRING,UNKNOWN,,,,,,,,3de77d05ace5,STRING
Greece_44,,0,UNRECOGNIZED,NOT_DISCUSSED,UNKNOWN,,,,,,,,3de77d05ace5,NOT_DISCUSSED
Greece_41,1,1,MATCHED,85,DIVISION,Education,P,Education,85,Education,,,3de77d05ace5,85
Greece_43,,0,UNRECOGNIZED,STRING,UNKNOWN,,,,,,,,3de77d05ace5,STRING
Greece_46,1,1,MATCHED,63,DIVISION,Information service activities,J,Information and communication,63,Information service activities,,,3de77d05ace5,63
Greece_48,,0,UNRECOGNIZED,STRING,UNKNOWN,,,,,,,,3de77d05ace5,STRING
Greece_49,,0,UNRECOGNIZED,STRING,UNKNOWN,,,,,,,,3de77d05ace5,STRING
Greece_45,1,1,MATCHED,86,DIVISION,Human health activities,Q,Human health and social work activities,86,Human health activities,,,3de77d05ace5,86
Greece_47,,0,UNRECOGNIZED,STRING,UNKNOWN,,,,,,,,3de77d05ace5,STRING
Greece_50,,0,UNRECOGNIZED,STRING,UNKNOWN,,,,,,,,3de77d05ace5,STRING
Greece_51,,0,UNRECOGNIZED,STRING,UNKNOWN,,,,,,,,3de77d05ace5,STRING
Greece_52,,0,UNRECOGNIZED,STRING,UNKNOWN,,,,,,,,3de77d05ace5,STRING
Greece_55,,0,UNRECOGNIZED,NOT_DISCUSSED,UNKNOWN,,,,,,,,3de77d05ace5,NOT_DISCUSSED
Greece_53,1,1,MATCHED,84,DIVISION,Public administration and defence; compulsory social security,O,Public administration and defence; compulsory social security,84,Public administration and defence; compulsory social security,,,3de77d05ace5,84
Greece_54,,0,UNRECOGNIZED,STRING,UNKNOWN,,,,,,,,3de77d05ace5,STRING
Greece_57,,0,UNRECOGNIZED,STRING,UNKNOWN,,,,,,,,3de77d05ace5,STRING
Greece_58,,0,UNRECOGNIZED,NOT_DISCUSSED,UNKNOWN,,,,,,,,3de77d05ace5,NOT_DISCUSSED
Greece_59,1,1,MATCHED,P,SECTION,Education,P,Education,,,,,3de77d05ace5,P
Greece_56,1,1,MATCHED,6499,CLASS,"Other financial service activities, except insurance and pension funding activities, n.e.c.",K,Financial and insurance activities,64,"Financial service activities, except insurance and pension funding",649,"Other financial service activities, except insurance and pension funding activities",3de77d05ace5,6499
Greece_61,,0,UNRECOGNIZED,NOT_DISCUSSED,UNKNOWN,,,,,,,,3de77d05ace5,NOT_DISCUSSED
Greece_60,,0,UNRECOGNIZED,STRING,UNKNOWN,,,,,,,,3de77d05ace5,STRING
Greece_63,,0,UNRECOGNIZED,NOT_MENTIONED,UNKNOWN,,,,,,,,3de77d05ace5,NOT_MENTIONED
Greece_64,,0,UNRECOGNIZED,STRING,UNKNOWN,,,,,,,,3de77d05ace5,STRING
Greece_67,,0,UNRECOGNIZED,NOT_DISCUSSED,UNKNOWN,,,,,,,,3de77d05ace5,NOT_DISCUSSED
Greece_69,1,1,MATCHED,6910,CLASS,Legal activities,M,"Professional, scientific and technical activities",69,Legal and accounting activities,691,Legal activities,3de77d05ace5,6910
Greece_70,,0,UNRECOGNIZED,NOT_DISCUSSED,UNKNOWN,,,,,,,,3de77d05ace5,NOT_DISCUSSED
Greece_72,,0,UNRECOGNIZED,STRING,UNKNOWN,,,,,,,,3de77d05ace5,STRING
Greece_71,,0,UNRECOGNIZED,STRING,UNKNOWN,,,,,,,,3de77d05ace5,STRING
Greece_74,,0,UNRECOGNIZED,NOT_DISCUSSED,UNKNOWN,,,,,,,,3de77d05ace5,NOT_DISCUSSED
Greece_75,,0,UNRECOGNIZED,NOT_DISCUSSED,UNKNOWN,,,,,,,,3de77d05ace5,NOT_DISCUSSED
Greece_73,1,1,MATCHED,86,DIVISION,Human health activities,Q,Human health and social work activities,86,Human health activities,,,3de77d05ace5,86
Greece_79,,0,UNRECOGNIZED,NOT_DISCUSSED,UNKNOWN,,,,,,,,3de77d05ace5,NOT_DISCUSSED
Greece_80,,0,UNRECOGNIZED,STRING,UNKNOWN,,,,,,,,3de77d05ace5,STRING
Greece_76,,0,UNRECOGNIZED,STRING,UNKNOWN,,,,,,,,3de77d05ace5,STRING
Greece_78,1,1,MATCHED,6419,CLASS,Other monetary intermediation,K,Financial and insurance activities,64,"Financial service activities, except insurance and pension funding",641,Monetary intermediation,3de77d05ace5,6419
Greece_77,,0,UNRECOGNIZED,STRING,UNKNOWN,,,,,,,,3de77d05ace5,STRING
Greece_81,,0,UNRECOGNIZED,STRING,UNKNOWN,,,,,,,,3de77d05ace5,STRING
Greece_83,,0,UNRECOGNIZED,STRING,UNKNOWN,,,,,,,,3de77d05ace5,STRING
Greece_82,1,1,MATCHED,86,DIVISION,Human health activities,Q,Human health and social work activities,86,Human health activities,,,3de77d05ace5,86
Greece_84,,0,UNRECOGNIZED,STRING,UNKNOWN,,,,,,,,3de77d05ace5,STRING
Greece_85,1,1,MATCHED,61,DIVISION,Telecommunications,J,Information and communication,61,Telecommunications,,,3de77d05ace5,61
Greece_86,,0,UNRECOGNIZED,STRING,UNKNOWN,,,,,,,,3de77d05ace5,STRING
Greece_89,,0,UNRECOGNIZED,STRING,UNKNOWN,,,,,,,,3de77d05ace5,STRING
Greece_87,,0,UNRECOGNIZED,STRING,UNKNOWN,,,,,,,,3de77d05ace5,STRING
Greece_88,,0,UNRECOGNIZED,NOT_MENTIONED,UNKNOWN,,,,,,,,3de77d05ace5,NOT_MENTIONED
Greece_91,1,1,MATCHED,8411,CLASS,General public administration activities,O,Public administration and defence; compulsory social security,84,Public administration and defence; compulsory social security,841,Administration of the State and the economic and social policy of the community,3de77d05ace5,8411
Greece_92,,0,UNRECOGNIZED,STRING,UNKNOWN,,,,,,,,3de77d05ace5,STRING
Greece_90,,0,UNRECOGNIZED,STRING,UNKNOWN,,,,,,,,3de77d05ace5,STRING
Greece_93,,0,UNRECOGNIZED,STRING,UNKNOWN,,,,,,,,3de77d05ace5,STRING
Greece_94,,0,UNRECOGNIZED,STRING,UNKNOWN,,,,,,,,3de77d05ace5,STRING
Greece_95,,0,UNRECOGNIZED,STRING,UNKNOWN,,,,,,,,3de77d05ace5,STRING
Greece_96,,0,UNRECOGNIZED,STRING,UNKNOWN,,,,,,,,3de77d05ace5,STRING
Greece_98,,0,UNRECOGNIZED,STRING,UNKNOWN,,,,,,,,3de77d05ace5,STRING
Greece_100,1,1,MATCHED,46,DIVISION,"Wholesale trade, except of motor vehicles and motorcycles",G,Wholesale and retail trade; repair of motor vehicles and motorcycles,46,"Wholesale trade, except of motor vehicles and motorcycles",,,3de77d05ace5,46
Greece_97,,0,UNRECOGNIZED,STRING,UNKNOWN,,,,,,,,3de77d05ace5,STRING
Greece_99,,0,UNRECOGNIZED,STRING,UNKNOWN,,,,,,,,3de77d05ace5,STRING
Greece_101,,0,UNRECOGNIZED,NOT_MENTIONED,UNKNOWN,,,,,,,,3de77d05ace5,NOT_MENTIONED
Greece_103,1,1,MATCHED,9499,CLASS,Activities of other membership organizations n.e.c.,S,Other service activities,94,Activities of membership organizations,949,Activities of other membership organizations,3de77d05ace5,9499
Greece_106,,0,UNRECOGNIZED,NOT_DISCUSSED,UNKNOWN,,,,,,,,3de77d05ace5,NOT_DISCUSSED
Greece_102,,0,UNRECOGNIZED,STRING,UNKNOWN,,,,,,,,3de77d05ace5,STRING
Greece_105,,0,UNRECOGNIZED,STRING,UNKNOWN,,,,,,,,3de77d05ace5,STRING
Greece_107,,0,UNRECOGNIZED,STRING,UNKNOWN,,,,,,,,3de77d05ace5,STRING
Greece_108,1,1,MATCHED,85,DIVISION,Education,P,Education,85,Education,,,3de77d05ace5,85
Greece_109,,0,UNRECOGNIZED,STRING,UNKNOWN,,,,,,,,3de77d05ace5,STRING
Greece_104,,0,UNRECOGNIZED,STRING,UNKNOWN,,,,,,,,3de77d05ace5,STRING
Greece_111,1,1,MATCHED,4730,CLASS,Retail sale of automotive fuel in specialized stores,G,Wholesale and retail trade; repair of motor vehicles and motorcycles,47,"Retail trade, except of motor vehicles and motorcycles",473,Retail sale of automotive fuel in specialized stores,3de77d05ace5,4730
Greece_110,,0,UNRECOGNIZED,STRING,UNKNOWN,,,,,,,,3de77d05ace5,STRING
Greece_113,1,1,MATCHED,620,GROUP,"Computer programming, consultancy and related activities",J,Information and communication,62,"Computer programming, consultancy and related activities",620,"Computer programming, consultancy and related activities",3de77d05ace5,620
Greece_114,,0,UNRECOGNIZED,STRING,UNKNOWN,,,,,,,,3de77d05ace5,STRING
Greece_115,1,1,MATCHED,63,DIVISION,Information service activities,J,Information and communication,63,Information service activities,,,3de77d05ace5,63
Greece_120,,0,UNRECOGNIZED,STRING,UNKNOWN,,,,,,,,3de77d05ace5,STRING
Greece_117,,0,UNRECOGNIZED,STRING,UNKNOWN,,,,,,,,3de77d05ace5,STRING
Greece_118,1,1,MATCHED,6399,CLASS,Other information service activities n.e.c.,J,Information and communication,63,Information service activities,639,Other information service activities,3de77d05ace5,6399
Greece_119,,0,UNRECOGNIZED,STRING,UNKNOWN,,,,,,,,3de77d05ace5,STRING
Greece_116,1,1,MATCHED,84,DIVISION,Public administration and defence; compulsory social security,O,Public administration and defence; compulsory social security,84,Public administration and defence; compulsory social security,,,3de77d05ace5,84
