community,members
4132,q67_text_Answer_68_Romanian_DPA_fined_Sector_1_of_Bucharest_Municipality_10_000_lei_approx_2_000_EUR_for_failing_to_respond_to_information_requests_and_comply_with_a_remedial_order_violating_Article_58_1_a_and_e_GDPR_due_to_non_cooperation_during_an_investigation_into_a_local_energy_program_s_data_handling
4133,q67_text_Answer_68_Orange_Romania_SA_fined_40_000_EUR_for_GDPR_violations_failed_to_properly_handle_data_erasure_requests_Art_12_17_and_excessively_collected_stored_personal_data_including_identity_documents_beyond_necessity_Art_5_6_7_Corrective_measures_included_immediate_data_deletion_and_compliance_improvements
4134,q67_text_Answer_68_Romanian_DPA_fined_S_C_Type_Top_Food_Industry_5000_EUR_for_excessive_video_surveillance_of_employees_in_locker_rooms_and_dining_area_under_theft_prevention_purpose_violated_data_minimization_and_accountability_principles_consent_invalid_due_to_employer_power_imbalance_no_other_legal_basis_ordered_compliance_measures_to_limit_camera_angles_and_ensure_data_minimization
4135,q67_text_Answer_68_Romanian_DPA_fined_Modaone_SRL_2000_EUR_for_violating_Articles_12_and_13_by_failing_to_provide_complete_data_processing_information_and_imposing_excessive_conditions_for_rights_exercise_with_corrective_orders_to_obtain_consent_for_marketing_and_update_website_terms
4136,q67_text_Answer_68_Romanian_DPA_fined_BCR_5000_EUR_for_Article_32_security_violations_inadequate_measures_led_to_employee_using_personal_phone_and_WhatsApp_to_collect_and_transmit_customer_ID_copies_including_minors_data
4137,q67_text_Answer_68_Romanian_DPA_fined_AG_BROKER_ASIGURARE_S_R_L_5_000_EUR_for_Article_32_security_violation_after_a_cyber_attack_exposed_customer_personal_data_due_to_inadequate_network_storage_access_controls
4138,q67_text_Answer_68_Raiffeisen_Bank_S_A_fined_20_000_for_GDPR_Article_32_security_violations_after_employees_illegally_accessed_and_disclosed_customer_data_over_years_leading_to_financial_harm_corrective_orders_include_implementing_procedural_plans_and_employee_training
4139,q67_text_Answer_68_Polish_DPA_UODO_investigated_telecom_firm_V_M_P_Sp_z_o_o_after_self_reported_Dec_2019_breach_where_vulnerability_in_prepaid_registration_system_allowed_unauthorized_access_to_114_963_subscribers_data_names_PESEL_IDs_phone_numbers_Violations_of_Arts_5_1_f_5_2_25_1_32_1_b_d_32_2_due_to_inadequate_security_measures_lack_of_regular_testing_evaluation_superficial_risk_analysis_and_failure_to_verify_system_validation_enabling_external_cyber_attack_Imposed_460_000_EUR_fine_for_gross_negligence_and_high_risk_to_data_subjects_mitigated_by_cooperation_notifications_and_post_breach_ISO_27001_27701_certifications_with_system_fixes
4140,q67_text_Answer_68_BBVA_bank_employee_erroneously_attached_a_third_party_s_account_contract_to_a_customer_via_app_chat_exposing_personal_data_Spanish_DPA_found_violations_of_GDPR_Articles_5_1_f_and_32_imposing_a_80_000_fine_reduced_to_48_000_due_to_voluntary_payment_and_acknowledgment_of_responsibility_Case_terminated_upon_payment
4141,q67_text_Answer_68_AEPD_initiated_sanctioning_procedure_based_on_Torrevieja_Municipal_Police_inspection_of_UNIQUE_HOTEL_APARTMENT_S_L_on_15_05_2023_revealing_scanned_client_DNI_documents_in_registration_book_without_numerical_annotations_or_reporting_to_security_forces_Violation_of_GDPR_Article_5_1_c_data_minimisation_confirmed_as_full_ID_scans_exceed_requirements_under_Organic_Law_4_2015_and_Order_INT_1922_2003_for_traveler_registration_Fine_of_2000_EUR_imposed_under_Article_83_5_entity_ordered_to_adapt_client_data_management_within_one_month
4142,q67_text_Guidelines_5_2020
4143,q52_text_The_fine_was_reduced_by_40_due_to_voluntary_payment_and_recognition_of_responsibility_Initial_fines_were_13_000_for_data_minimization_violation_and_7_000_for_information_obligation_violation_totaling_20_000_before_reductions_The_defendant_s_SME_status_and_cooperation_were_considered
4144,q52_text_The_fine_was_set_at_25_000_considering_the_charity_s_financial_situation_the_nature_of_the_data_breach_involving_vulnerable_individuals_the_duration_of_the_violation_and_the_prompt_remedial_actions_taken_by_Mermaids_The_Commissioner_balanced_the_need_for_a_deterrent_effect_with_the_charity_s_ability_to_continue_operations
4145,q52_text_The_fine_was_set_at_SEK_35_million_considering_the_violation_s_severity_duration_and_sensitive_data_involved_but_reduced_due_to_proportionality_focusing_on_the_branch_s_specific_turnover_rather_than_the_full_parent_company_turnover
4146,q52_text_The_fine_was_set_at_SEK_3_5_million_based_on_the_gravity_and_duration_of_the_violations_the_large_scale_of_processing_sensitive_health_data_and_the_defendant_s_prior_infringement_history_The_amount_is_below_the_statutory_cap_but_deemed_effective_and_proportionate
4147,q52_text_The_fine_was_reduced_to_500_due_to_mitigating_factors_no_prior_infringements_full_recognition_and_remediation_of_the_violation_cooperation_with_the_authority_measures_taken_to_mitigate_harm_including_apologies_and_the_exceptional_context_of_the_COVID_19_pandemic_preventing_a_regular_meeting
4148,q52_text_The_fine_was_reduced_from_2000_to_1600_due_to_voluntary_payment_aggravating_factors_included_intentionality_and_duration_while_mitigation_included_proactive_compliance_efforts
4149,q52_text_The_fine_was_reduced_from_600_000_to_500_000_considering_the_Cabinet_Office_s_cooperation_mitigation_actions_and_the_short_duration_of_the_breach_but_remained_significant_due_to_the_serious_nature_of_the_security_failures_and_the_need_for_deterrence_given_the_defendant_s_resources_and_profile
4150,q52_text_The_fine_was_initially_set_at_70_000_based_on_the_nature_and_gravity_of_the_breach_involving_health_data_then_reduced_by_40_to_42_000_due_to_the_defendant_s_acknowledgment_of_liability_and_voluntary_payment_with_cooperation_and_mitigation_actions_considered
4151,q52_text_The_fine_was_set_at_25_000_considering_aggravating_factors_nature_and_gravity_of_the_security_breach_negligence_involvement_of_minors_data_and_the_defendant_s_large_business_volume_No_mitigating_factors_were_applied
4152,q52_text_The_fine_was_initially_set_at_40_000_for_non_compliance_with_a_prior_resolution_It_was_reduced_to_24_000_due_to_the_defendant_s_recognition_of_responsibility_and_voluntary_payment_applying_cumulative_20_reductions
4153,q52_text_The_fine_was_initially_set_at_120_000_for_two_violations_but_reduced_to_72_000_due_to_the_defendant_s_recognition_of_responsibility_and_voluntary_payment_considering_SME_status_and_cooperation
4154,q52_text_The_fine_was_initially_set_at_1_5M_based_on_the_severity_and_duration_of_the_breach_but_reduced_to_1_25M_due_to_COVID_19_financial_impact_considerations_Factors_included_negligence_high_number_of_affected_data_subjects_and_sensitive_data_involved_mitigated_by_cooperation_and_remedial_actions
4155,q52_text_The_fine_was_initially_proposed_at_5_000_for_LSSI_violations_reduced_to_3_000_due_to_voluntary_payment_and_acknowledgment_of_responsibility_terminating_the_procedure
4156,q52_text_The_fine_was_initially_proposed_at_1_500_but_reduced_to_900_due_to_the_defendant_s_acknowledgment_of_responsibility_and_voluntary_payment_considering_it_a_small_family_business_with_prior_cooperation_and_no_previous_sanctions
4157,q52_text_The_fine_was_imposed_for_violation_of_Article_32_due_to_inadequate_security_measures_against_cyber_attack_resulting_in_unauthorized_data_disclosure
4158,q52_text_The_fine_was_set_at_20_000_reduced_to_16_000_for_voluntary_payment_Aggravating_factors_included_nature_gravity_affecting_500_employees_negligence_in_not_conducting_DPIA_and_lack_of_organizational_measures_No_mitigating_factors_were_applied
4159,q52_text_The_fine_was_set_at_3_000_based_on_aggravating_factors_number_affected_duration_and_mitigating_factors_lack_of_intent_security_measures_A_40_reduction_was_applied_for_acknowledgment_of_responsibility_and_voluntary_payment_resulting_in_1_800_paid
4160,q67_text_ARTICLE_29_Guidelines_on_Data_Protection_Impact_Assessment_DPIA_wp248rev_01
4161,q52_text_The_total_fine_of_12_000_was_imposed_for_three_violations_2_000_for_Article_13_GDPR_breach_inadequate_privacy_policy_information_5_000_for_Article_5_1_a_GDPR_breach_dark_patterns_affecting_lawfulness_and_fairness_and_5_000_for_LSSI_Article_22_2_breach_cookie_policy_deficiencies_Aggravating_factors_included_the_nature_gravity_and_duration_of_the_violations_and_intentionality_or_negligence
4162,q52_lang_UNKNOWN
4163,q52_lang_ENGLISH_LIKELY
4164,q52_text_Warning_issued_instead_of_fine_due_to_immediate_removal_no_prior_sanctions_no_intent_to_harm_and_full_cooperation_Violation_was_minor_and_quickly_corrected
4165,q52_text_Warning_imposed_due_to_public_sector_body_status_under_LOPDGDD_Article_77_violations_of_Articles_5_1_f_25_32_and_34_GDPR_aggravating_factor_from_previous_similar_infringements
4166,q52_text_UNCLEAR
4167,q52_text_Total_fine_of_40_000_EUR_imposed_for_violations_of_Articles_5_6_7_and_12_17_split_equally_between_two_infringement_categories_aggravating_factors_included_nature_gravity_duration_and_negligence_no_mitigating_factors_mentioned
4168,q52_text_The_proposed_fine_was_10_000_EUR_for_a_minor_infringement_under_LGT_related_to_Article_21_GDPR_Reductions_of_20_for_acknowledgment_of_responsibility_and_another_20_for_voluntary_payment_resulted_in_6_000_EUR_The_amount_considered_the_economic_situation_but_no_specific_factors_beyond_procedure_termination
4169,q52_text_The_fine_was_set_at_5_000_initially_reduced_to_3_000_due_to_voluntary_payment_and_acknowledgment_of_responsibility_considering_aggravating_factors_like_lack_of_cooperation_and_mitigating_factors_like_internal_measures_taken
4170,q52_text_The_procedure_was_initiated_for_violation_of_Article_5_1_b_GDPR_on_storage_limitation_Aggravating_factor_was_the_long_duration_of_over_16_years_No_fine_details_provided_as_procedure_terminated_voluntarily
4171,q52_text_The_penalty_was_initially_calculated_at_36_750_based_on_seriousness_and_turnover_adjustment_but_reduced_to_18_000_due_to_financial_hardship_considerations_The_infringements_involved_high_risk_processing_of_sensitive_data_with_negligent_security_failures_and_a_29_month_breach_notification_delay
4172,q52_text_The_initial_proposed_fine_was_10_000_reduced_to_8_000_due_to_voluntary_payment_The_DPA_considered_the_duration_of_the_violation_as_aggravating_but_noted_the_defendant_s_cooperation_and_eventual_compliance_as_mitigating_factors
4173,q52_text_The_initial_proposed_fine_was_1_500_reduced_to_1_200_due_to_voluntary_payment_the_reduction_was_applied_for_ceasing_the_offending_activity_and_cooperation_though_no_acknowledgment_of_liability_was_made
4174,q52_text_The_infringement_was_minor_and_corrected_post_complaint_a_reprimand_was_issued_instead_of_a_fine_due_to_negligence_lack_of_intent_cooperation_and_remedial_actions_taken_considering_it_a_one_off_error_without_similar_records
4175,q52_text_The_infringement_was_considered_minor_due_to_negligence_affecting_only_one_person_no_sensitive_data_involved_immediate_mitigation_actions_taken_and_no_previous_infringements_A_reprimand_was_issued_instead_of_a_fine
4176,q67_text_Answer_68_Spanish_DPA_fined_B_B_B_9000_for_publishing_claimant_s_photos_without_consent_Article_6_violation_and_inadequate_privacy_policy_Article_13_violation_Defendant_failed_to_respond_to_claims_or_provide_required_information
4177,q67_text_Answer_68_Spanish_DPA_fined_CANARYCLICK_CONSULTING_SL_8_000_for_LSSI_cookie_violations_on_four_websites_lacking_proper_consent_mechanisms_and_imposed_warning_for_GDPR_Article_7_violation_due_to_generic_consent_collection_for_commercial_purposes_unrelated_to_contract_Defendant_required_to_comply_within_one_month
4178,q67_text_Answer_68_Spanish_DPA_fined_CASER_24_000_for_modifying_insurance_policy_data_without_legal_basis_after_complaint_defendant_acknowledged_responsibility_and_paid_voluntarily_terminating_the_procedure
4179,q67_text_EDPB_Guidelines_4_2019_on_Article_25
4180,q67_text_EDPB_Opinion_04_2024_Guidelines_for_identifying_a_controller_or_processor_s_lead_supervisory_authority
4181,q67_text_EDPB_Guidelines_on_dark_patterns_in_social_media_interfaces
4182,q67_text_EDPB_Guidelines_on_administrative_fines_calculation_04_2022_v2_1_2017_guidelines
4183,q67_text_EDPB_Guidelines_on_Data_Protection_Impact_Assessment_Article_29_Working_Party_Opinion_3_2012_on_biometric_technologies
4184,q67_text_EDPB_Guidelines_No_4_2019_on_Article_25_Data_protection_by_design_and_by_default
4185,q67_text_EDPB_Guidelines_4_2019_on_Article_25_Data_Protection_by_Design_and_by_Default_EDPB_Guidelines_04_2022_on_calculation_of_administrative_fines
4186,q67_text_EDPB_Guidelines_07_2020_on_the_concepts_of_controller_and_processor_in_the_GDPR
4187,q67_text_EDPB_Recommendations_01_2020_on_measures_to_complement_transfer_tools
4188,q67_text_EDPB_Guidelines_07_2020_on_controller_and_processor_concepts_EDPB_Guidelines_05_2022_on_facial_recognition_in_law_enforcement
4189,q67_text_EDPB_Guidelines_05_2022_on_facial_recognition_EDPB_Guidelines_3_2019_on_video_devices
4190,q67_text_EDPB_Guidelines_05_2020_on_consent_EDPB_Guidelines_03_2022_on_misleading_design_patterns_Cookie_Banner_Taskforce_report
4191,q67_text_EDPB_Guidelines_05_2020_on_consent
4192,q67_text_EDPB_Guidelines_04_2022_on_calculation_of_fines
4193,q67_text_EDPB_Guidelines_01_2022_on_data_subject_rights_Right_of_access
4194,q67_text_EDPB_Opinion_on_Anonymization_Techniques_and_Methods
4195,q67_text_EDPB_Recommendations_01_2020_on_supplementary_measures_for_data_transfers
4196,q67_text_Answer_68_Spanish_DPA_fined_FOURTH_PARTY_LOGISTICS_72_000_for_GDPR_Article_28_violations_subcontracting_without_proper_contracts_and_authorizations_as_a_processor_reduced_due_to_cooperation_and_voluntary_payment
4197,q67_text_Guide_on_Cookies
4198,q67_text_Guidelines_3_2019_on_processing_of_personal_data_through_video_devices
4199,q67_text_Guidelines_2_2019_on_the_processing_of_personal_data_under_Article_6_1_b_GDPR
4200,q67_text_Guidelines_07_2020_on_concepts_of_data_controller_and_processor
4201,q67_text_Guidelines_07_2020_on_concepts_of_controller_and_processor
4202,q67_text_Guidelines_05_2020_on_consent_under_Regulation_2016_679
4203,q67_text_Guidelines_05_2020_on_consent
4204,q67_text_EDPB_guidelines_on_special_category_data_and_legitimate_interests
4205,q67_text_EDPB_Statement_No_04_2021_Guidelines_No_2_2020_on_Articles_46_2_a_46_3_b
4206,q67_text_EDPB_guidelines_on_impact_assessment_WP248_rev_01
4207,q67_text_EDPB_guidelines_on_consent_transparency_and_children_s_data_protection_referenced_implicitly_through_GDPR_articles
4208,q67_text_EDPB_guidelines_on_consent_as_a_legal_basis_for_processing_personal_data_in_employment_relationships
4209,q67_text_EDPB_guidelines_not_referenced_ICO_guidance_and_industry_standards_ISO27000_NIST_NCSC_cited
4210,q67_text_EDPB_guidelines_04_2022_on_calculation_of_administrative_fines
4211,q67_text_EDPB_guidelines_01_2022_on_the_right_of_access
4212,q67_text_CNS_opinion_63_2018
4213,q67_text_CJEU_judgment_of_13_May_2014_Google_Spain
4214,q67_text_CJEU_Judgment_of_May_13_2014
4215,q67_text_Answer_68_Spanish_DPA_fined_a_gym_chain_3_000_for_failing_to_provide_adequate_information_to_data_subjects_under_Article_13_GDPR_after_repeated_complaints_and_delayed_compliance_the_defendant_acknowledged_responsibility_and_paid_voluntarily
4216,q67_text_Answer_68_Spanish_restaurant_added_complainant_s_phone_number_to_promotional_WhatsApp_group_without_consent_DPA_found_violation_of_Article_6_1_GDPR_lawfulness_imposed_500_fine_due_to_seriousness_lack_of_cooperation_and_no_lawful_basis
